study,instrument,hedges_g,hedges_g_absolute
"Victor-Aigbodion, 2023",bdi-2,0.5890049779128007,0.5890049779128007
"Vigod, 2021",epds,0.1483359479539879,0.1483359479539879
"Vitriol, 2009",hdrs,0.574648018557669,0.574648018557669
"Warmerdam, 2008",ces-d,0.543403718436667,0.543403718436667
"Warmerdam, 2008",ces-d,0.4309753628980461,0.4309753628980461
"Watkins, 2012",phq-9,0.8597051279605342,0.8597051279605342
"Watkins, 2012",bdi-2,0.8030455762291357,0.8030455762291357
"Watkins, 2012",hdrs,0.4907408085552832,0.4907408085552832
"Watkins, 2012",phq-9,0.2783395604974894,0.2783395604974894
"Watkins, 2012",hdrs,0.2490284398435735,0.2490284398435735
"Watkins, 2012",bdi-2,0.2106367091591785,0.2106367091591785
"Watt, 2000",hdrs,2.745273446794537,2.745273446794537
"Watt, 2000",hdrs,2.152585430560971,2.152585430560971
"Watt, 2000",gds,1.051436243031125,1.051436243031125
"Watt, 2000",gds,0.9497798546707018,0.9497798546707018
"Weissman, 1979",rds,0.8829194172393536,0.8829194172393536
"Westerhof, 2019",ces-d,0.2230607848378821,0.2230607848378821
"Westerhof, 2019",ces-d,-0.3126726456902443,0.3126726456902443
"Wickberg, 1996",dsm-iii,1.334261686146392,1.334261686146392
"Wiechers, 2023",phq-9,0.6733670544599651,0.6733670544599651
"Wiechers, 2023",madrs,0.7251093130304361,0.7251093130304361
"Wiersma, 2014",ids,0.5481715537202966,0.5481715537202966
"Wiklund, 2010",epds,0.8152940208158973,0.8152940208158973
"Williams, 2000",hdrs,0.07188359256403092,0.07188359256403092
"Williams, 2013a",k-10,0.9652593096481815,0.9652593096481815
"Williams, 2013a",phq-9,0.9394896213471239,0.9394896213471239
"Williams, 2013a",bdi-2,0.9355157106638471,0.9355157106638471
"Williams, 2013b",bdi-2,0.2291405768444667,0.2291405768444667
"Williams, 2018",hads-d,0.6810253246788214,0.6810253246788214
"Williams, 2018",phq-9,0.640854072017088,0.640854072017088
"Wilson, 1983",bdi-1,2.599249269268983,2.599249269268983
"Wilson, 1983",bdi-1,1.916515618052945,1.916515618052945
"Wilson, 1983",hdrs,1.826274178275267,1.826274178275267
"Wilson, 1983",hdrs,1.525641379383575,1.525641379383575
"Winnebeck, 2017",bdi-2,1.539612291965343,1.539612291965343
"Wollersheim, 1991",mmpi-d,0.4115032400993535,0.4115032400993535
"Wollersheim, 1991",bdi-1,0.2777689389628024,0.2777689389628024
"Wollersheim, 1991",mmpi-d,0.1759328282856583,0.1759328282856583
"Wollersheim, 1991",bdi-1,-0.01483504553923553,0.01483504553923553
"Wollersheim, 1991",mmpi-d,-0.04866006921519501,0.04866006921519501
"Wollersheim, 1991",bdi-1,-0.1493324985031829,0.1493324985031829
"Wong, 2008a",bdi-1,0.7405830733697182,0.7405830733697182
"Wong, 2008b",bdi-1,0.7589153676419196,0.7589153676419196
"Wong, 2018",bdi-2,0.1925122985172456,0.1925122985172456
"Wright, 2005",bdi-1,1.277183660357361,1.277183660357361
"Wright, 2005",bdi-1,1.188068036316969,1.188068036316969
"Wright, 2005",hdrs,1.02503370457967,1.02503370457967
"Wright, 2005",hdrs,0.9213846813876481,0.9213846813876481
"Wright, 2022",phq-9,-0.01881344912351435,0.01881344912351435
"Wuthrich, 2013",adis,0.8474954732078297,0.8474954732078297
"Wuthrich, 2013",gds,0.6930657885952959,0.6930657885952959
"Wuthrich, 2013",ces-d,0.6838194116989714,0.6838194116989714
"Wuthrich, 2016",gds,0.5536344183608922,0.5536344183608922
"Xie, 2019",gds,0.6843727660238841,0.6843727660238841
"Yang, 2018",bdi-2,0.7955897529030823,0.7955897529030823
"Yeung, 2017",ces-d,0.6064555494206871,0.6064555494206871
"Ying, 2022",ces-d,3.299538025631605,3.299538025631605
"Ying, 2022",phq-9,1.562530892273674,1.562530892273674
"Ying, 2022",bdi-2,2.578610706670522,2.578610706670522
"Ying, 2022",ces-d,4.690513551722666,4.690513551722666
"Ying, 2022",phq-9,0.8210724954733968,0.8210724954733968
"Ying, 2022",bdi-2,2.447707119088529,2.447707119088529
"Yuan, 2020",gds,0.6435586108121073,0.6435586108121073
"Zemestani, 2016",bdi-2,1.487528702595461,1.487528702595461
"Zemestani, 2016",bdi-2,1.368761800409223,1.368761800409223
"Zemestani, 2020a",bdi-2,2.618195229516594,2.618195229516594
"Zemestani, 2020b",bdi-2,1.175117922551293,1.175117922551293
"Zhao, 2019",pdss,0.4828390765234556,0.4828390765234556
"Zhao, 2019",epds,0.3790807622752008,0.3790807622752008
"Zhao, 2021",epds,0.3145620743133422,0.3145620743133422
"Zu, 2014",hdrs,0.7052094571711619,0.7052094571711619
"Zu, 2014",qids-sr,0.4541412690465207,0.4541412690465207
